rcept_no,rcept_dt,split,t1,t2
20241113000398,20241113,val,자기주식취득,소각
20241113000250,20241113,val,자기주식취득,주가안정·주주가치
20241113000199,20241113,val,자기주식취득,주가안정·주주가치
20241112000380,20241112,val,자기주식취득,주가안정·주주가치
20241112000321,20241112,val,자기주식취득,주가안정·주주가치
20241112000252,20241112,val,자기주식취득,주가안정·주주가치
20241111000314,20241111,val,자기주식취득,주가안정·주주가치
20241108000470,20241108,val,자기주식취득,소각
20241107000181,20241107,val,자기주식취득,소각
20241107000057,20241107,val,자기주식취득,소각
20241106000265,20241106,val,자기주식취득,주가안정·주주가치
20241106000117,20241106,val,자기주식취득,주가안정·주주가치
20241106000118,20241106,val,자기주식취득,주가안정·주주가치
20241106000099,20241106,val,자기주식취득,기타
20241105000055,20241105,val,자기주식취득,주가안정·주주가치
20241105000046,20241105,val,자기주식취득,주가안정·주주가치
20241104000327,20241104,val,자기주식취득,
20241104000031,20241104,val,자기주식취득,주가안정·주주가치
20241227000212,20241227,val,자기주식취득,주가안정·주주가치
20241220000536,20241220,val,자기주식취득,
20241217000258,20241217,val,자기주식취득,주가안정·주주가치
20241217000253,20241217,val,자기주식취득,주가안정·주주가치
20241217000111,20241217,val,자기주식취득,주가안정·주주가치
20241216000362,20241216,val,자기주식취득,기타
20241216000135,20241216,val,자기주식취득,주가안정·주주가치
20241216000082,20241216,val,자기주식취득,소각
20241216000080,20241216,val,자기주식취득,소각
20241212000238,20241212,val,자기주식취득,주가안정·주주가치
20241211000099,20241211,val,자기주식취득,기타
20241211000066,20241211,val,자기주식취득,소각
20241210000441,20241210,val,자기주식취득,주가안정·주주가치
20241210000184,20241210,val,자기주식취득,주가안정·주주가치
20241210000098,20241210,val,자기주식취득,주가안정·주주가치
20241209000431,20241209,val,자기주식취득,주가안정·주주가치
20241209000348,20241209,val,자기주식취득,소각
20241209000286,20241209,val,자기주식취득,주가안정·주주가치
20241209000144,20241209,val,자기주식취득,주가안정·주주가치
20241209000079,20241209,val,자기주식취득,주가안정·주주가치
20241206000180,20241206,val,자기주식취득,주가안정·주주가치
20241206000109,20241206,val,자기주식취득,주가안정·주주가치
20241203000215,20241203,val,자기주식취득,주가안정·주주가치
20241203000217,20241203,val,자기주식취득,주가안정·주주가치
20241203000070,20241203,val,자기주식취득,주가안정·주주가치
20241202000210,20241202,val,자기주식취득,소각
20241202000028,20241202,val,자기주식취득,주가안정·주주가치
20250124000346,20250124,test,자기주식취득,주가안정·주주가치
20250123000338,20250123,test,자기주식취득,소각
20250122000325,20250122,test,자기주식취득,주가안정·주주가치
20250122000154,20250122,test,자기주식취득,소각
20250120000327,20250120,test,자기주식취득,임직원 보상
20250120000028,20250120,test,자기주식취득,주가안정·주주가치
20250110000251,20250110,test,자기주식취득,주가안정·주주가치
20250107000309,20250107,test,자기주식취득,주가안정·주주가치
20250102000141,20250102,test,자기주식취득,주가안정·주주가치
20250227006899,20250227,test,자기주식취득,소각
20250226002401,20250226,test,자기주식취득,주가안정·주주가치
20250225004700,20250225,test,자기주식취득,기타
20250224002597,20250224,test,자기주식취득,주가안정·주주가치
20250221001315,20250221,test,자기주식취득,소각
20250220001982,20250220,test,자기주식취득,주가안정·주주가치
20250220000539,20250220,test,자기주식취득,소각
20250220000425,20250220,test,자기주식취득,주가안정·주주가치
20250219000002,20250219,test,자기주식취득,주가안정·주주가치
20250218000019,20250218,test,자기주식취득,임직원 보상
20250213001765,20250213,test,자기주식취득,주가안정·주주가치
20250213001638,20250213,test,자기주식취득,소각
20250213001328,20250213,test,자기주식취득,소각
20250213001104,20250213,test,자기주식취득,주가안정·주주가치
20250213000520,20250213,test,자기주식취득,주가안정·주주가치
20250212000320,20250212,test,자기주식취득,주가안정·주주가치
20250206000322,20250206,test,자기주식취득,주가안정·주주가치
20250206000194,20250206,test,자기주식취득,주가안정·주주가치
20250206000138,20250206,test,자기주식취득,주가안정·주주가치
20250205000481,20250205,test,자기주식취득,주가안정·주주가치
20250205000359,20250205,test,자기주식취득,주가안정·주주가치
20250205000368,20250205,test,자기주식취득,주가안정·주주가치
20250205000358,20250205,test,자기주식취득,기타
20250205000299,20250205,test,자기주식취득,소각
20250205000274,20250205,test,자기주식취득,주가안정·주주가치
20250203000315,20250203,test,자기주식취득,주가안정·주주가치
20250331002633,20250331,test,자기주식취득,주가안정·주주가치
20250327001273,20250327,test,자기주식취득,소각
20250327001242,20250327,test,자기주식취득,주가안정·주주가치
20250326001103,20250326,test,자기주식취득,주가안정·주주가치
20250326001064,20250326,test,자기주식취득,주가안정·주주가치
20250326000967,20250326,test,자기주식취득,소각
20250326000694,20250326,test,자기주식취득,주가안정·주주가치
20250324000721,20250324,test,자기주식취득,임직원 보상
20250324000615,20250324,test,자기주식취득,주가안정·주주가치
20250324000613,20250324,test,자기주식취득,
20250324000551,20250324,test,자기주식취득,기타
20250321000390,20250321,test,자기주식취득,소각
20250321000011,20250321,test,자기주식취득,주가안정·주주가치
20250320001041,20250320,test,자기주식취득,주가안정·주주가치
20250318000096,20250318,test,자기주식취득,주가안정·주주가치
20250317000642,20250317,test,자기주식취득,주가안정·주주가치
20250317000407,20250317,test,자기주식취득,주가안정·주주가치
20250314001638,20250314,test,자기주식취득,주가안정·주주가치
20250314001155,20250314,test,자기주식취득,주가안정·주주가치
20250314000451,20250314,test,자기주식취득,소각
20250314000392,20250314,test,자기주식취득,주가안정·주주가치
20250312000395,20250312,test,자기주식취득,주가안정·주주가치
20250311001233,20250311,test,자기주식취득,주가안정·주주가치
20250310000962,20250310,test,자기주식취득,주가안정·주주가치
20250310000668,20250310,test,자기주식취득,기타
20250307001030,20250307,test,자기주식취득,임직원 보상
20250307000979,20250307,test,자기주식취득,주가안정·주주가치
20250306000770,20250307,test,자기주식취득,주가안정·주주가치
20250306000734,20250306,test,자기주식취득,소각
20250304000371,20250304,test,자기주식취득,주가안정·주주가치
20250429000911,20250429,test,자기주식취득,기타
20250428000097,20250428,test,자기주식취득,주가안정·주주가치
20250424000432,20250424,test,자기주식취득,주가안정·주주가치
20250424000368,20250424,test,자기주식취득,소각
20250422000361,20250422,test,자기주식취득,소각
20250418000218,20250418,test,자기주식취득,주가안정·주주가치
20250418000198,20250418,test,자기주식취득,기타
20250415000341,20250415,test,자기주식취득,기타
20250411003139,20250411,test,자기주식취득,주가안정·주주가치
20250411002658,20250411,test,자기주식취득,소각
20250411000966,20250411,test,자기주식취득,주가안정·주주가치
20250409002291,20250409,test,자기주식취득,기타
20250407001929,20250407,test,자기주식취득,기타
20250407000827,20250407,test,자기주식취득,소각
20250404003695,20250404,test,자기주식취득,
20250403000024,20250403,test,자기주식취득,주가안정·주주가치
20250401003126,20250401,test,자기주식취득,주가안정·주주가치
20250530000516,20250530,test,자기주식취득,주가안정·주주가치
20250523000446,20250523,test,자기주식취득,주가안정·주주가치
20250522000017,20250522,test,자기주식취득,소각
20250521000352,20250521,test,자기주식취득,소각
20250520000006,20250520,test,자기주식취득,주가안정·주주가치
20250516000342,20250516,test,자기주식취득,주가안정·주주가치
20250516000293,20250516,test,자기주식취득,소각
20250515002514,20250515,test,자기주식취득,주가안정·주주가치
20250515001590,20250515,test,자기주식취득,주가안정·주주가치
20250515001718,20250515,test,자기주식취득,기타
20250515000438,20250515,test,자기주식취득,주가안정·주주가치
20250514001254,20250514,test,자기주식취득,주가안정·주주가치
20250513000662,20250513,test,자기주식취득,주가안정·주주가치
20250513000338,20250513,test,자기주식취득,주가안정·주주가치
20250513000202,20250513,test,자기주식취득,주가안정·주주가치
20250509000766,20250509,test,자기주식취득,기타
20250509000528,20250509,test,자기주식취득,주가안정·주주가치
20250508000357,20250508,test,자기주식취득,소각
20250508000204,20250508,test,자기주식취득,
20250508000172,20250508,test,자기주식취득,주가안정·주주가치
20250507000561,20250507,test,자기주식취득,소각
20250507000456,20250507,test,자기주식취득,주가안정·주주가치
20250626000003,20250626,test,자기주식취득,주가안정·주주가치
20250625000421,20250625,test,자기주식취득,주가안정·주주가치
20250623000190,20250623,test,자기주식취득,소각
20250623000152,20250623,test,자기주식취득,주가안정·주주가치
20250623000129,20250623,test,자기주식취득,주가안정·주주가치
20250620000626,20250620,test,자기주식취득,주가안정·주주가치
20250620000100,20250620,test,자기주식취득,소각
20250618000242,20250618,test,자기주식취득,주가안정·주주가치
20250613000493,20250613,test,자기주식취득,주가안정·주주가치
20250611000432,20250611,test,자기주식취득,주가안정·주주가치
20250610000225,20250610,test,자기주식취득,기타
20250609000026,20250609,test,자기주식취득,주가안정·주주가치
20250602000876,20250602,test,자기주식취득,주가안정·주주가치
20250729000276,20250729,test,자기주식취득,주가안정·주주가치
20250728000233,20250728,test,자기주식취득,주가안정·주주가치
20250725000473,20250725,test,자기주식취득,주가안정·주주가치
20250725000416,20250725,test,자기주식취득,소각
20250725000051,20250725,test,자기주식취득,소각
20250723000111,20250723,test,자기주식취득,주가안정·주주가치
20250723000073,20250723,test,자기주식취득,주가안정·주주가치
20250721000035,20250721,test,자기주식취득,주가안정·주주가치
20250721000021,20250721,test,자기주식취득,
20250717000187,20250717,test,자기주식취득,임직원 보상
20250715000263,20250715,test,자기주식취득,주가안정·주주가치
20250710000621,20250710,test,자기주식취득,주가안정·주주가치
20250710000280,20250710,test,자기주식취득,주가안정·주주가치
20250709000474,20250709,test,자기주식취득,주가안정·주주가치
20250709000407,20250709,test,자기주식취득,기타
20250708000011,20250708,test,자기주식취득,임직원 보상
20250703000236,20250703,test,자기주식취득,주가안정·주주가치
20250701000114,20250701,test,자기주식취득,주가안정·주주가치
20250828001303,20250828,test,자기주식취득,소각
20250828001211,20250828,test,자기주식취득,소각
20250822000232,20250822,test,자기주식취득,소각
20250818000125,20250818,test,자기주식취득,주가안정·주주가치
20250814003240,20250814,test,자기주식취득,주가안정·주주가치
20250813001301,20250813,test,자기주식취득,주가안정·주주가치
20250813001079,20250813,test,자기주식취득,주가안정·주주가치
20250813000915,20250813,test,자기주식취득,주가안정·주주가치
20250811000531,20250811,test,자기주식취득,
20250807000253,20250807,test,자기주식취득,소각
20250805000286,20250805,test,자기주식취득,주가안정·주주가치
20250805000272,20250805,test,자기주식취득,소각
20250805000099,20250805,test,자기주식취득,주가안정·주주가치
20250801000303,20250801,test,자기주식취득,임직원 보상
20250925000534,20250925,test,자기주식취득,소각
20250925000286,20250925,test,자기주식취득,소각
20250925000210,20250925,test,자기주식취득,주가안정·주주가치
20250924000110,20250924,test,자기주식취득,소각
20250923000289,20250923,test,자기주식취득,소각
20250922000195,20250922,test,자기주식취득,임직원 보상
20250917000168,20250917,test,자기주식취득,임직원 보상
20250917000073,20250917,test,자기주식취득,주가안정·주주가치
20250915000235,20250915,test,자기주식취득,주가안정·주주가치
20250915000128,20250915,test,자기주식취득,주가안정·주주가치
20250909000086,20250909,test,자기주식취득,주가안정·주주가치
20250908000153,20250908,test,자기주식취득,주가안정·주주가치
20250905000462,20250905,test,자기주식취득,주가안정·주주가치
20250905000267,20250905,test,자기주식취득,주가안정·주주가치
20250904000299,20250904,test,자기주식취득,주가안정·주주가치
20250903000147,20250903,test,자기주식취득,주가안정·주주가치
20251031000110,20251031,test,자기주식취득,주가안정·주주가치
20251030000473,20251030,test,자기주식취득,주가안정·주주가치
20251030000307,20251030,test,자기주식취득,주가안정·주주가치
20251028000206,20251028,test,자기주식취득,소각
20251023000338,20251023,test,자기주식취득,주가안정·주주가치
20251023000236,20251023,test,자기주식취득,임직원 보상
20251023000141,20251023,test,자기주식취득,주가안정·주주가치
20251020000268,20251020,test,자기주식취득,소각
20251017000078,20251017,test,자기주식취득,주가안정·주주가치
20251016000328,20251016,test,자기주식취득,주가안정·주주가치
20251015000304,20251015,test,자기주식취득,주가안정·주주가치
20251014000220,20251014,test,자기주식취득,주가안정·주주가치
20251010000022,20251010,test,자기주식취득,소각
20251001000354,20251001,test,자기주식취득,소각
20251128001108,20251128,test,자기주식취득,주가안정·주주가치
20251127000963,20251127,test,자기주식취득,기타
20251127000769,20251127,test,자기주식취득,주가안정·주주가치
20251126000554,20251126,test,자기주식취득,주가안정·주주가치
20251126000175,20251126,test,자기주식취득,주가안정·주주가치
20251121000141,20251121,test,자기주식취득,소각
20251121000083,20251121,test,자기주식취득,주가안정·주주가치
20251120000540,20251120,test,자기주식취득,주가안정·주주가치
20251120000377,20251120,test,자기주식취득,주가안정·주주가치
20251120000095,20251120,test,자기주식취득,소각
20251119000029,20251119,test,자기주식취득,임직원 보상
20251118000162,20251118,test,자기주식취득,주가안정·주주가치
20251118000073,20251118,test,자기주식취득,주가안정·주주가치
20251113000603,20251113,test,자기주식취득,임직원 보상
20251111000179,20251111,test,자기주식취득,주가안정·주주가치
20251105000058,20251105,test,자기주식취득,주가안정·주주가치
20251104000181,20251104,test,자기주식취득,소각
20251229000090,20251229,test,자기주식취득,주가안정·주주가치
20251224000560,20251224,test,자기주식취득,주가안정·주주가치
20251222000138,20251222,test,자기주식취득,임직원 보상
20251216000367,20251216,test,자기주식취득,소각
20251216000240,20251216,test,자기주식취득,주가안정·주주가치
20251212000268,20251212,test,자기주식취득,주가안정·주주가치
20251211000205,20251211,test,자기주식취득,주가안정·주주가치
20251210000510,20251210,test,자기주식취득,기타
20251210000369,20251210,test,자기주식취득,주가안정·주주가치
20251210000169,20251210,test,자기주식취득,주가안정·주주가치
20251209000158,20251209,test,자기주식취득,주가안정·주주가치
20251202000219,20251202,test,자기주식취득,소각
20251201000559,20251201,test,자기주식취득,소각
20251201000546,20251201,test,자기주식취득,소각
20260130000357,20260130,test,자기주식취득,주가안정·주주가치
20260130000339,20260130,test,자기주식취득,기타
20260129000755,20260129,test,자기주식취득,소각
20260129000336,20260129,test,자기주식취득,주가안정·주주가치
20260129000256,20260129,test,자기주식취득,소각
20260129000003,20260129,test,자기주식취득,임직원 보상
20260128000189,20260128,test,자기주식취득,주가안정·주주가치
20260126000516,20260126,test,자기주식취득,주가안정·주주가치
20260123000355,20260123,test,자기주식취득,소각
20260120000325,20260120,test,자기주식취득,임직원 보상
20260120000101,20260120,test,자기주식취득,임직원 보상
20260119000183,20260119,test,자기주식취득,주가안정·주주가치
20260115000108,20260115,test,자기주식취득,주가안정·주주가치
20260114000081,20260114,test,자기주식취득,기타
20260109000414,20260109,test,자기주식취득,기타
20260109000149,20260109,test,자기주식취득,소각
20260109000030,20260109,test,자기주식취득,주가안정·주주가치
20260108000200,20260108,test,자기주식취득,주가안정·주주가치
20260107000715,20260107,test,자기주식취득,임직원 보상
20260107000552,20260107,test,자기주식취득,소각
20260227007541,20260227,test,자기주식취득,주가안정·주주가치
20260226004558,20260226,test,자기주식취득,주가안정·주주가치
20260225003990,20260225,test,자기주식취득,소각
20260224003170,20260224,test,자기주식취득,임직원 보상
20260220000866,20260220,test,자기주식취득,소각
20260220000779,20260220,test,자기주식취득,주가안정·주주가치
20260212001232,20260212,test,자기주식취득,임직원 보상
20260211000412,20260211,test,자기주식취득,소각
20260211000385,20260211,test,자기주식취득,주가안정·주주가치
20260211000382,20260211,test,자기주식취득,주가안정·주주가치
20260210000733,20260210,test,자기주식취득,소각
20260209000388,20260209,test,자기주식취득,소각
20260209000267,20260209,test,자기주식취득,소각
20260205000604,20260205,test,자기주식취득,주가안정·주주가치
20260205000375,20260205,test,자기주식취득,주가안정·주주가치
20260205000367,20260205,test,자기주식취득,소각
20260331003716,20260331,test,자기주식취득,주가안정·주주가치
20260331003102,20260331,test,자기주식취득,소각
20260330001327,20260330,test,자기주식취득,소각
20260330000083,20260330,test,자기주식취득,소각
20260327000722,20260327,test,자기주식취득,소각
20260326000258,20260326,test,자기주식취득,임직원 보상
20260325000832,20260325,test,자기주식취득,주가안정·주주가치
20260324000361,20260324,test,자기주식취득,소각
20260320001168,20260320,test,자기주식취득,주가안정·주주가치
20260320000643,20260320,test,자기주식취득,임직원 보상
20260318001220,20260318,test,자기주식취득,주가안정·주주가치
20260318001062,20260318,test,자기주식취득,임직원 보상
20260317000306,20260317,test,자기주식취득,소각
20260313000510,20260313,test,자기주식취득,주가안정·주주가치
20260313000180,20260313,test,자기주식취득,소각
20260309001597,20260309,test,자기주식취득,소각
20260309001389,20260309,test,자기주식취득,임직원 보상
20260305001020,20260305,test,자기주식취득,주가안정·주주가치
20260304001541,20260304,test,자기주식취득,
20260304001442,20260304,test,자기주식취득,기타
20260304001042,20260304,test,자기주식취득,주가안정·주주가치
20260430001425,20260430,test,자기주식취득,소각
20260430001009,20260430,test,자기주식취득,소각
20260428000715,20260428,test,자기주식취득,임직원 보상
20260424000517,20260424,test,자기주식취득,소각
20260424000404,20260424,test,자기주식취득,주가안정·주주가치
20260423000431,20260423,test,자기주식취득,소각
20260422000572,20260422,test,자기주식취득,임직원 보상
20260422000159,20260422,test,자기주식취득,주가안정·주주가치
20260417000328,20260417,test,자기주식취득,기타
20260407002269,20260407,test,자기주식취득,주가안정·주주가치
20260403002466,20260403,test,자기주식취득,임직원 보상
20260401004914,20260401,test,자기주식취득,기타
20260331004988,20260401,test,자기주식취득,임직원 보상
20260529001351,20260529,test,자기주식취득,주가안정·주주가치
20260529001131,20260529,test,자기주식취득,
20260529000753,20260529,test,자기주식취득,임직원 보상
20260529000175,20260529,test,자기주식취득,소각
20260528000480,20260528,test,자기주식취득,주가안정·주주가치
20260526000118,20260526,test,자기주식취득,임직원 보상
20260521000061,20260521,test,자기주식취득,주가안정·주주가치
20260520000175,20260520,test,자기주식취득,주가안정·주주가치
20260519000290,20260519,test,자기주식취득,임직원 보상
20260519000241,20260519,test,자기주식취득,소각
20260519000174,20260519,test,자기주식취득,주가안정·주주가치
20260518000214,20260518,test,자기주식취득,소각
20260518000158,20260518,test,자기주식취득,소각
20260514001204,20260514,test,자기주식취득,임직원 보상
20260514000710,20260514,test,자기주식취득,주가안정·주주가치
20260514000563,20260514,test,자기주식취득,소각
20260514000362,20260514,test,자기주식취득,주가안정·주주가치
20260514000324,20260514,test,자기주식취득,소각
20260513000673,20260513,test,자기주식취득,소각
20260513000521,20260513,test,자기주식취득,소각
20260512000693,20260512,test,자기주식취득,임직원 보상
20260511000704,20260511,test,자기주식취득,주가안정·주주가치
20260506000525,20260506,test,자기주식취득,소각
20260506000350,20260506,test,자기주식취득,주가안정·주주가치
20260506000288,20260506,test,자기주식취득,임직원 보상
20260504000041,20260504,test,자기주식취득,주가안정·주주가치
20260630001092,20260630,test,자기주식취득,주가안정·주주가치
20260629000456,20260629,test,자기주식취득,임직원 보상
20260626000697,20260626,test,자기주식취득,소각
20260626000391,20260626,test,자기주식취득,소각
20260625000376,20260625,test,자기주식취득,임직원 보상
20260625000277,20260625,test,자기주식취득,주가안정·주주가치
20260625000249,20260625,test,자기주식취득,주가안정·주주가치
20260624000318,20260624,test,자기주식취득,임직원 보상
20260624000185,20260624,test,자기주식취득,
20260623000188,20260623,test,자기주식취득,주가안정·주주가치
20260622000324,20260622,test,자기주식취득,주가안정·주주가치
20260622000235,20260622,test,자기주식취득,주가안정·주주가치
20260619000219,20260619,test,자기주식취득,소각
20260617000479,20260617,test,자기주식취득,소각
20260617000461,20260617,test,자기주식취득,주가안정·주주가치
20260617000364,20260617,test,자기주식취득,
20260617000328,20260617,test,자기주식취득,임직원 보상
20260617000178,20260617,test,자기주식취득,주가안정·주주가치
20260616000124,20260616,test,자기주식취득,소각
20260615000433,20260615,test,자기주식취득,주가안정·주주가치
20260615000211,20260615,test,자기주식취득,소각
20260615000137,20260615,test,자기주식취득,주가안정·주주가치
20260615000145,20260615,test,자기주식취득,임직원 보상
20260612000592,20260612,test,자기주식취득,주가안정·주주가치
20260612000606,20260612,test,자기주식취득,임직원 보상
20260610000586,20260610,test,자기주식취득,소각
20260610000366,20260610,test,자기주식취득,주가안정·주주가치
20260610000289,20260610,test,자기주식취득,주가안정·주주가치
20260610000270,20260610,test,자기주식취득,소각
20260609000108,20260609,test,자기주식취득,주가안정·주주가치
20260608000267,20260608,test,자기주식취득,기타
20260608000094,20260608,test,자기주식취득,주가안정·주주가치
20260605000222,20260605,test,자기주식취득,주가안정·주주가치
20260605000102,20260605,test,자기주식취득,주가안정·주주가치
20260602000280,20260602,test,자기주식취득,기타
20260602000125,20260602,test,자기주식취득,주가안정·주주가치
20260601001757,20260601,test,자기주식취득,소각
20260601000804,20260601,test,자기주식취득,주가안정·주주가치
20260601000479,20260601,test,자기주식취득,소각
20260601000391,20260601,test,자기주식취득,소각
20260601000347,20260601,test,자기주식취득,
20260731000555,20260731,test,자기주식취득,주가안정·주주가치
20260731000423,20260731,test,자기주식취득,주가안정·주주가치
20260730000525,20260730,test,자기주식취득,임직원 보상
20260729000365,20260729,test,자기주식취득,
20260729000354,20260729,test,자기주식취득,소각
20260729000224,20260729,test,자기주식취득,주가안정·주주가치
20260729000168,20260729,test,자기주식취득,소각
20260727000184,20260727,test,자기주식취득,주가안정·주주가치
20260724000294,20260724,test,자기주식취득,주가안정·주주가치
20260724000218,20260724,test,자기주식취득,소각
20260723000655,20260723,test,자기주식취득,주가안정·주주가치
20260723000604,20260723,test,자기주식취득,소각
20260723000602,20260723,test,자기주식취득,소각
20260723000311,20260723,test,자기주식취득,주가안정·주주가치
20260723000142,20260723,test,자기주식취득,주가안정·주주가치
20260721001086,20260721,test,자기주식취득,주가안정·주주가치
20260720000152,20260720,test,자기주식취득,소각
20260720000099,20260720,test,자기주식취득,주가안정·주주가치
20260720000090,20260720,test,자기주식취득,주가안정·주주가치
20260716000510,20260716,test,자기주식취득,주가안정·주주가치
20260716000169,20260716,test,자기주식취득,주가안정·주주가치
20260714000392,20260714,test,자기주식취득,임직원 보상
20260714000368,20260714,test,자기주식취득,기타
20260713000105,20260713,test,자기주식취득,주가안정·주주가치
20260710000349,20260710,test,자기주식취득,주가안정·주주가치
20260709000650,20260709,test,자기주식취득,기타
20260709000405,20260709,test,자기주식취득,주가안정·주주가치
20260709000372,20260709,test,자기주식취득,주가안정·주주가치
20260709000306,20260709,test,자기주식취득,소각
20260709000166,20260709,test,자기주식취득,주가안정·주주가치
20260708000588,20260709,test,자기주식취득,임직원 보상
20260708000542,20260708,test,자기주식취득,임직원 보상
20260708000520,20260708,test,자기주식취득,주가안정·주주가치
20260708000159,20260708,test,자기주식취득,주가안정·주주가치
20260708000145,20260708,test,자기주식취득,주가안정·주주가치
20260707000451,20260707,test,자기주식취득,기타
20260707000129,20260707,test,자기주식취득,임직원 보상
20260706000243,20260706,test,자기주식취득,주가안정·주주가치
20260706000193,20260706,test,자기주식취득,소각
20260702000345,20260702,test,자기주식취득,소각
20260701000524,20260701,test,자기주식취득,주가안정·주주가치
20260701000529,20260701,test,자기주식취득,
20260831000538,20260831,test,자기주식취득,주가안정·주주가치
20260831000462,20260831,test,자기주식취득,주가안정·주주가치
20260828001925,20260828,test,자기주식취득,기타
20260828000455,20260828,test,자기주식취득,소각
20260827000843,20260827,test,자기주식취득,임직원 보상
20260825000437,20260825,test,자기주식취득,소각
20260825000332,20260825,test,자기주식취득,소각
20260825000245,20260825,test,자기주식취득,주가안정·주주가치
20260821000616,20260821,test,자기주식취득,임직원 보상
20260819000254,20260819,test,자기주식취득,소각
20260814003959,20260814,test,자기주식취득,임직원 보상
20260814003415,20260814,test,자기주식취득,주가안정·주주가치
20260814000792,20260814,test,자기주식취득,주가안정·주주가치
20260813001419,20260813,test,자기주식취득,주가안정·주주가치
20260813001095,20260813,test,자기주식취득,소각
20260813001171,20260813,test,자기주식취득,주가안정·주주가치
20260813000189,20260813,test,자기주식취득,주가안정·주주가치
20260812000699,20260812,test,자기주식취득,소각
20260811000585,20260811,test,자기주식취득,임직원 보상
20260807000524,20260807,test,자기주식취득,소각
20260807000241,20260807,test,자기주식취득,소각
20260804000268,20260804,test,자기주식취득,소각
20260804000111,20260804,test,자기주식취득,주가안정·주주가치
20260803000270,20260803,test,자기주식취득,
20260803000239,20260803,test,자기주식취득,주가안정·주주가치
20260803000128,20260803,test,자기주식취득,주가안정·주주가치
20260922000457,20260922,test,자기주식취득,주가안정·주주가치
20260922000256,20260922,test,자기주식취득,소각
20260922000002,20260922,test,자기주식취득,주가안정·주주가치
20260918000321,20260918,test,자기주식취득,주가안정·주주가치
20260918000101,20260918,test,자기주식취득,주가안정·주주가치
20260918000068,20260918,test,자기주식취득,소각
20260917000262,20260917,test,자기주식취득,주가안정·주주가치
20260917000211,20260917,test,자기주식취득,주가안정·주주가치
20260910000446,20260910,test,자기주식취득,소각
20260910000116,20260910,test,자기주식취득,주가안정·주주가치
20260909000132,20260909,test,자기주식취득,주가안정·주주가치
20260907000134,20260907,test,자기주식취득,주가안정·주주가치
20260901000130,20260901,test,자기주식취득,주가안정·주주가치
20260901000117,20260901,test,자기주식취득,주가안정·주주가치
20190430001038,20190430,train,유상증자,
20230328000822,20230328,train,유상증자,
20240306000331,20240306,val,유상증자,
20250402003733,20250403,test,유상증자,
20260922000533,20260922,test,유상증자,
20190408000882,20190408,train,유상증자,
20201026000266,20201026,train,유상증자,
20210122000341,20210122,train,유상증자,
20240516002131,20240516,val,유상증자,
20250609000093,20250609,test,유상증자,
20201110000002,20201110,train,유상증자,
20221110000386,20221110,train,유상증자,
20231026000260,20231026,train,유상증자,
20240701000402,20240701,val,유상증자,
20260331004969,20260401,test,유상증자,
20220415000515,20220415,train,유상증자,
20230710000510,20230710,train,유상증자,
20241106000122,20241106,val,유상증자,
20260512000440,20260512,test,유상증자,
20190702000332,20190702,train,유상증자,
20200416000347,20200416,train,유상증자,
20210128000369,20210128,train,유상증자,
20220831000962,20220831,train,유상증자,
20230721000232,20230721,train,유상증자,
20260728000486,20260728,test,유상증자,
20190417000442,20190417,train,유상증자,
20200424000613,20200424,train,유상증자,
20220708000269,20220708,train,유상증자,
20230306000382,20230306,train,유상증자,
20240321001710,20240321,val,유상증자,
20260210000874,20260210,test,유상증자,
20190108000672,20190109,train,유상증자,
20200605000267,20200605,train,유상증자,
20211103000427,20211104,train,유상증자,
20220308000502,20220308,train,유상증자,
20230823000377,20230823,train,유상증자,
20210916000387,20210916,train,유상증자,
20231113000759,20231113,train,유상증자,
20190708000438,20190709,train,유상증자,
20211206000394,20211206,train,유상증자,
20220613000360,20220614,train,유상증자,
20230102000185,20230102,train,유상증자,
20250117000544,20250117,test,유상증자,
20260701000600,20260701,test,유상증자,
20190920000262,20190920,train,유상증자,
20201209000412,20201209,train,유상증자,
20221021000446,20221021,train,유상증자,
20230228006461,20230228,train,유상증자,
20251208000350,20251208,test,유상증자,
20220523000230,20220523,train,유상증자,
20230216001480,20230216,train,유상증자,
20250102000356,20250102,test,유상증자,
20260702000578,20260702,test,유상증자,
20190822000169,20190822,train,유상증자,
20201015000240,20201015,train,유상증자,
20230713000216,20230713,train,유상증자,
20240130000476,20240130,val,유상증자,
20260610000397,20260610,test,유상증자,
20190424000369,20190424,train,유상증자,
20200130000407,20200130,train,유상증자,
20231214000350,20231214,train,유상증자,
20240305000627,20240306,val,유상증자,
20210304000413,20210304,train,유상증자,
20260827001026,20260827,test,유상증자,
20190705000530,20190705,train,유상증자,
20210104000509,20210105,train,유상증자,
20230509000239,20230509,train,유상증자,
20240415000002,20240415,val,유상증자,
20200403003059,20200406,train,유상증자,
20210115000541,20210115,train,유상증자,
20230404003214,20230404,train,유상증자,
20260430001790,20260430,test,유상증자,
20200317000430,20200317,train,유상증자,
20210108000897,20210108,train,유상증자,
20221018000165,20221018,train,유상증자,
20240610000391,20240610,val,유상증자,
20190923001302,20190923,train,유상증자,
20220504000751,20220504,train,유상증자,
20241128001166,20241128,val,유상증자,
20190215000002,20190215,train,유상증자,
20220513001508,20220513,train,유상증자,
20230811002105,20230811,train,유상증자,
20260210000592,20260210,test,유상증자,
20190531001420,20190531,train,유상증자,
20251222000441,20251222,test,유상증자,
20260323000440,20260323,test,유상증자,
